date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:52:31	26488/26488	---M-Z	200	added ('OK')	text/html	etag:%2205f46d4272d31:0%22	http://stepcone.gmrit.org/spotlights&other/hackathon.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/spotlights&other/hackathon.html	(from http://stepcone.gmrit.org/home.html)
23:52:32	61118/61118	---M-Z	200	added ('OK')	text/html	etag:%2205f46d4272d31:0%22	http://stepcone.gmrit.org/spotlights&other/idea-bucket.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/spotlights&other/idea-bucket.html	(from http://stepcone.gmrit.org/home.html)
23:52:32	37774/37774	---M-Z	200	added ('OK')	text/html	etag:%220a3ec876e68d31:0%22	http://stepcone.gmrit.org/spotlights&other/idp.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/spotlights&other/idp.html	(from http://stepcone.gmrit.org/home.html)
23:52:33	36821/36821	---M-Z	200	added ('OK')	text/html	etag:%22054f5a06e68d31:0%22	http://stepcone.gmrit.org/spotlights&other/pdc.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/spotlights&other/pdc.html	(from http://stepcone.gmrit.org/home.html)
23:52:34	37555/37555	---M-Z	200	added ('OK')	text/html	etag:%22016e1ac6e68d31:0%22	http://stepcone.gmrit.org/spotlights&other/rc.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/spotlights&other/rc.html	(from http://stepcone.gmrit.org/home.html)
23:52:35	31789/31789	---M-Z	200	added ('OK')	text/html	etag:%2205f46d4272d31:0%22	http://stepcone.gmrit.org/spotlights&other/robo.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/spotlights&other/robo.html	(from http://stepcone.gmrit.org/home.html)
23:52:36	25196/25196	---M-Z	200	added ('OK')	text/html	etag:%22089d5d16e68d31:0%22	http://stepcone.gmrit.org/spotlights&other/talk.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/spotlights&other/talk.html	(from http://stepcone.gmrit.org/home.html)
23:52:36	21248/21248	---M-Z	200	added ('OK')	text/html	etag:%220c28566f68d31:0%22	http://stepcone.gmrit.org/technical/index.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/index.html	(from http://stepcone.gmrit.org/home.html)
23:52:37	37728/37728	---M-Z	200	added ('OK')	text/html	etag:%22067fec6e68d31:0%22	http://stepcone.gmrit.org/technical/cad-conquer.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/cad-conquer.html	(from http://stepcone.gmrit.org/home.html)
23:52:38	19761/19761	---M-Z	200	added ('OK')	text/html	etag:%2205f46d4272d31:0%22	http://stepcone.gmrit.org/technical/cad-mania.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/cad-mania.html	(from http://stepcone.gmrit.org/home.html)
23:52:39	20289/20289	---M-Z	200	added ('OK')	text/html	etag:%2209fab86f68d31:0%22	http://stepcone.gmrit.org/technical/chromatics.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/chromatics.html	(from http://stepcone.gmrit.org/home.html)
23:52:40	20559/20559	---M-Z	200	added ('OK')	text/html	etag:%2208ec8156f68d31:0%22	http://stepcone.gmrit.org/technical/cognito-tesoro.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/cognito-tesoro.html	(from http://stepcone.gmrit.org/home.html)
23:52:42	20779/20779	---M-Z	200	added ('OK')	text/html	etag:%2205f46d4272d31:0%22	http://stepcone.gmrit.org/technical/debugging.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/debugging.html	(from http://stepcone.gmrit.org/home.html)
23:52:42	20284/20284	---M-Z	200	added ('OK')	text/html	etag:%22012a02d6f68d31:0%22	http://stepcone.gmrit.org/technical/electrozen.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/electrozen.html	(from http://stepcone.gmrit.org/home.html)
23:52:43	20625/20625	---M-Z	200	added ('OK')	text/html	etag:%2205f46d4272d31:0%22	http://stepcone.gmrit.org/technical/fox-hunt.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/fox-hunt.html	(from http://stepcone.gmrit.org/home.html)
23:52:47	20722/20722	---M-Z	200	added ('OK')	text/html	etag:%220c3a8466f68d31:0%22	http://stepcone.gmrit.org/technical/gordion-knot.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/gordion-knot.html	(from http://stepcone.gmrit.org/home.html)
23:52:48	20053/20053	---M-Z	200	added ('OK')	text/html	etag:%220fb44636f68d31:0%22	http://stepcone.gmrit.org/technical/maze-runner.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/maze-runner.html	(from http://stepcone.gmrit.org/home.html)
23:52:49	20660/20660	---M-Z	200	added ('OK')	text/html	etag:%22090ff6d6f68d31:0%22	http://stepcone.gmrit.org/technical/poster-presentation.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/poster-presentation.html	(from http://stepcone.gmrit.org/home.html)
23:52:50	19513/19513	---M-Z	200	added ('OK')	text/html	etag:%2205f46d4272d31:0%22	http://stepcone.gmrit.org/technical/technical-quiz.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/technical-quiz.html	(from http://stepcone.gmrit.org/home.html)
23:52:51	21612/21612	---M-Z	200	added ('OK')	text/html	etag:%220818047168d31:0%22	http://stepcone.gmrit.org/accommodation.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/accommodation.html	(from http://stepcone.gmrit.org/home.html)
23:52:52	25572/25572	---M-Z	200	added ('OK')	text/html	etag:%2203215c4272d31:0%22	http://stepcone.gmrit.org/registration.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/registration.html	(from http://stepcone.gmrit.org/home.html)
23:52:53	90520/90520	---M-Z	200	added ('OK')	text/html	etag:%2203215c4272d31:0%22	http://stepcone.gmrit.org/about.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/about.html	(from http://stepcone.gmrit.org/home.html)
23:52:55	3697/3697	---M-Z	200	added ('OK')	text/html	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/stepcone_poster.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/stepcone_poster.html	(from http://stepcone.gmrit.org/home.html)
23:52:55	50662/50662	---M--	200	added ('OK')	image/png	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/images/ca.png	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/ca.png	(from http://stepcone.gmrit.org/home.html)
23:52:56	18295/18295	---M-Z	200	added ('OK')	text/html	etag:%2203215c4272d31:0%22	http://stepcone.gmrit.org/campus-ambassador.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/campus-ambassador.html	(from http://stepcone.gmrit.org/home.html)
23:53:02	30975/30975	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/workshops.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/workshops.jpg	(from http://stepcone.gmrit.org/home.html)
23:53:07	108085/108085	---M--	200	added ('OK')	image/png	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/images/digital.png	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/digital.png	(from http://stepcone.gmrit.org/home.html)
23:53:07	72569/72569	---M--	200	added ('OK')	image/jpeg	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/images/paper.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/paper.jpg	(from http://stepcone.gmrit.org/home.html)
23:53:09	5185/5185	---M--	200	added ('OK')	image/png	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/sponsors/gmr.png	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/sponsors/gmr.png	(from http://stepcone.gmrit.org/home.html)
23:53:11	6287/6287	---M--	200	added ('OK')	image/png	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/sponsors/aviso.png	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/sponsors/aviso.png	(from http://stepcone.gmrit.org/home.html)
23:53:14	12296/12296	---M--	200	added ('OK')	image/png	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/sponsors/codetantra.png	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/sponsors/codetantra.png	(from http://stepcone.gmrit.org/home.html)
23:53:14	79722/79722	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/technical.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/technical.jpg	(from http://stepcone.gmrit.org/home.html)
23:53:18	20198/20198	---M--	200	added ('OK')	image/png	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/sponsors/gateforum.png	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/sponsors/gateforum.png	(from http://stepcone.gmrit.org/home.html)
23:53:19	6462/6462	---M--	200	added ('OK')	image/png	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/sponsors/teleport.png	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/sponsors/teleport.png	(from http://stepcone.gmrit.org/home.html)
23:53:21	42494/42494	---M-Z	200	added ('OK')	text/html	etag:%220b91c217168d31:0%22	http://stepcone.gmrit.org/culturals.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/culturals.html	(from http://stepcone.gmrit.org/home.html)
23:53:22	20827/20827	---M-Z	200	added ('OK')	text/html	etag:%220979aa8326ed31:0%22	http://stepcone.gmrit.org/pp.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/pp.html	(from http://stepcone.gmrit.org/home.html)
23:53:31	107961/107961	---M-Z	200	added ('OK')	application/javascript	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/js/TweenMax.min.js	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/js/TweenMax.min.js	(from http://stepcone.gmrit.org/home.html)
23:53:38	84259/84259	---M-Z	200	added ('OK')	application/javascript	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/js/jquery.min.js	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/js/jquery.min.js	(from http://stepcone.gmrit.org/home.html)
23:53:39	8033/8033	---M-Z	200	added ('OK')	application/javascript	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/js/own-menu.js	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/js/own-menu.js	(from http://stepcone.gmrit.org/home.html)
23:53:42	177835/177835	---M--	200	added ('OK')	image/png	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/sponsors/social.png	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/sponsors/social.png	(from http://stepcone.gmrit.org/home.html)
23:53:42	297257/297257	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/spotlights.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/spotlights.jpg	(from http://stepcone.gmrit.org/home.html)
23:53:44	4602/4602	---M-Z	200	added ('OK')	application/javascript	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/js/jquery.sticky.js	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/js/jquery.sticky.js	(from http://stepcone.gmrit.org/home.html)
23:53:49	1841/1841	---M-Z	200	added ('OK')	application/javascript	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/js/main.js	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/js/main.js	(from http://stepcone.gmrit.org/home.html)
23:53:50	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%225869c96cc8f19086aee625d670d741f9%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	C:/My%20Web%20Sites/stepcone/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	(from http://stepcone.gmrit.org/home.html)
23:53:50	3274/3274	---M-Z	200	added ('OK')	application/javascript	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/js/home.js	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/js/home.js	(from http://stepcone.gmrit.org/home.html)
23:53:51	2696/2696	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Dec%202017%2018:23:49%20GMT	http://stepcone.gmrit.org/assets/assets/images/spotlights&other/adc_bg.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/assets/images/spotlights&other/adc_bg.4f.delayed	(from http://stepcone.gmrit.org/assets/css/no-animate.css)
23:53:54	7120/7120	---M--	200	added ('OK')	image/svg+xml	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/images/def-bg.svg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/def-bg.svg	(from http://stepcone.gmrit.org/assets/css/home.css)
23:53:54	2696/2696	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Dec%202017%2018:23:53%20GMT	http://stepcone.gmrit.org/assets/images/first_icon.png	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/first_icon.53.delayed	(from http://stepcone.gmrit.org/assets/css/home.css)
23:53:55	2696/2696	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Dec%202017%2018:23:54%20GMT	http://stepcone.gmrit.org/assets/images/main-stepcone%20app.png	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/main-stepcone%20app.54.delayed	(from http://stepcone.gmrit.org/assets/css/home.css)
23:53:56	29892/29892	---M--	200	added ('OK')	application/octet-stream	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/fonts/AlphaMaleModern.ttf	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/fonts/AlphaMaleModern.ttf	(from http://stepcone.gmrit.org/assets/css/home.css)
23:53:57	37356/37356	---M--	200	added ('OK')	application/octet-stream	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/fonts/QuantifyBold.ttf	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/fonts/QuantifyBold.ttf	(from http://stepcone.gmrit.org/assets/css/home.css)
23:53:59	29768/29768	---M--	200	added ('OK')	font/otf	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/fonts/Electro%20Shackle.otf	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/fonts/Electro%20Shackle.otf	(from http://stepcone.gmrit.org/assets/css/home-page.css)
23:54:01	25983/25983	---MCZ	200	added ('OK')	text/css	etag:W/%22fe407ecdca38b9d62a9fce99283e74aa6bb635e1%22	https://cdn.rawgit.com/michalsnik/aos/2.1.1/dist/aos.css	C:/My%20Web%20Sites/stepcone/cdn.rawgit.com/michalsnik/aos/2.1.1/dist/aos.css	(from http://stepcone.gmrit.org/paper-presentations/index.html)
23:54:06	12446/12446	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bf5b57718d93354e26c010f8b1d9b5fcbdf3081b%22	https://cdn.rawgit.com/michalsnik/aos/2.1.1/dist/aos.js	C:/My%20Web%20Sites/stepcone/cdn.rawgit.com/michalsnik/aos/2.1.1/dist/aos.js	(from http://stepcone.gmrit.org/paper-presentations/index.html)
23:54:06	7902/7902	---M-Z	200	added ('OK')	text/css	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/css/about.css	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/css/about.css	(from http://stepcone.gmrit.org/paper-presentations/index.html)
23:54:08	20210/20210	---M-Z	200	added ('OK')	text/html	etag:%220ea343f6e68d31:0%22	http://stepcone.gmrit.org/paper-presentations/mech.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/paper-presentations/mech.html	(from http://stepcone.gmrit.org/paper-presentations/index.html)
23:54:08	732214/732214	---M--	200	added ('OK')	image/jpeg	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/images/culturals.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/culturals.jpg	(from http://stepcone.gmrit.org/home.html)
23:54:17	56597/56597	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/paper/che.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/paper/che.jpg	(from http://stepcone.gmrit.org/paper-presentations/index.html)
23:54:18	50888/50888	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/paper/ece.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/paper/ece.jpg	(from http://stepcone.gmrit.org/paper-presentations/index.html)
23:54:21	74646/74646	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/paper/civil.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/paper/civil.jpg	(from http://stepcone.gmrit.org/paper-presentations/index.html)
23:54:27	51700/51700	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/paper/it.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/paper/it.jpg	(from http://stepcone.gmrit.org/paper-presentations/index.html)
23:54:37	128049/128049	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/paper/eee.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/paper/eee.jpg	(from http://stepcone.gmrit.org/paper-presentations/index.html)
23:54:38	60313/60313	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/paper/power.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/paper/power.jpg	(from http://stepcone.gmrit.org/paper-presentations/index.html)
23:54:39	3440/3440	---M-Z	200	added ('OK')	application/javascript	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/js/loader.js	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/js/loader.js	(from http://stepcone.gmrit.org/paper-presentations/cse.html)
23:54:40	3420/3420	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2018%20Dec%202017%2018:24:39%20GMT	http://stepcone.gmrit.org/spotlights&other/	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/spotlights&other/index-2.html	(from http://stepcone.gmrit.org/paper-presentations/eee.html)
23:54:40	21343/21343	---M-Z	200	added ('OK')	text/html	etag:%2201d387a7068d31:0%22	http://stepcone.gmrit.org/workshops/	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/index-2.html	(from http://stepcone.gmrit.org/paper-presentations/eee.html)
23:54:41	21248/21248	---M-Z	200	added ('OK')	text/html	etag:%220c28566f68d31:0%22	http://stepcone.gmrit.org/technical/	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/technical/index-2.html	(from http://stepcone.gmrit.org/paper-presentations/eee.html)
23:54:42	16358/16358	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2029%20Dec%202016%2020:01:49%20GMT	https://cdnjs.cloudflare.com/ajax/libs/eqcss/1.5.0/EQCSS.min.js	C:/My%20Web%20Sites/stepcone/cdnjs.cloudflare.com/ajax/libs/eqcss/1.5.0/EQCSS.min.js	(from http://stepcone.gmrit.org/workshops/index.html)
23:54:45	161828/161828	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/paper/mech.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/paper/mech.jpg	(from http://stepcone.gmrit.org/paper-presentations/index.html)
23:54:46	28097/28097	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/aspen.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/aspen.jpg	(from http://stepcone.gmrit.org/workshops/index.html)
23:54:52	33017/33017	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/brainwave.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/brainwave.jpg	(from http://stepcone.gmrit.org/workshops/index.html)
23:54:54	74108/74108	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/3dp.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/3dp.jpg	(from http://stepcone.gmrit.org/workshops/index.html)
23:54:57	75462/75462	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/bipedrobotics.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/bipedrobotics.jpg	(from http://stepcone.gmrit.org/workshops/index.html)
23:54:57	30057/30057	---M--	200	added ('OK')	image/jpeg	etag:%220a0791b7e68d31:0%22	http://stepcone.gmrit.org/assets/images/work/CrossPlatform.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/CrossPlatform.jpg	(from http://stepcone.gmrit.org/workshops/index.html)
23:55:32	230674/230674	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/Cyber-Security.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/Cyber-Security.jpg	(from http://stepcone.gmrit.org/workshops/index.html)
23:55:51	322659/322659	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/pcb.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/pcb.jpg	(from http://stepcone.gmrit.org/workshops/index.html)
23:56:09	108710/108710	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/andro-engine.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/andro-engine.jpg	(from http://stepcone.gmrit.org/workshops/index.html)
23:56:39	635496/635496	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/iot.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/iot.jpg	(from http://stepcone.gmrit.org/workshops/index.html)
23:56:45	89448/89448	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/Survey.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/Survey.jpg	(from http://stepcone.gmrit.org/workshops/index.html)
23:56:49	244121/244121	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/projectplanning.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/projectplanning.jpg	(from http://stepcone.gmrit.org/workshops/index.html)
23:57:45	408330/408330	---M--	200	added ('OK')	application/pdf	etag:%22053685e3f68d31:0%22	http://stepcone.gmrit.org/pdf/swam.pdf	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/pdf/swam.pdf	(from http://stepcone.gmrit.org/workshops/biped-robotics.html)
23:57:51	376012/376012	---M--	200	added ('OK')	application/pdf	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/pdf/cpad.pdf	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/pdf/cpad.pdf	(from http://stepcone.gmrit.org/workshops/cross-platform-app.html)
23:57:54	431652/431652	---M--	200	added ('OK')	application/pdf	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/pdf/bwcr.pdf	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/pdf/bwcr.pdf	(from http://stepcone.gmrit.org/workshops/brain-wave.html)
23:58:27	24031/24031	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/augmentedreality.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/augmentedreality.jpg	(from http://stepcone.gmrit.org/workshops/augmented-reality.html)
23:58:48	393919/393919	---M--	200	added ('OK')	application/pdf	etag:%22053685e3f68d31:0%22	http://stepcone.gmrit.org/pdf/eh.pdf	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/pdf/eh.pdf	(from http://stepcone.gmrit.org/workshops/cyber-security.html)
23:58:49	22738/22738	---M-Z	200	added ('OK')	text/html	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/under_con.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/under_con.html	(from http://stepcone.gmrit.org/workshops/project-planning.html)
23:59:05	89448/89448	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/survey.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/survey-2.jpg	(from http://stepcone.gmrit.org/workshops/survey.html)
23:59:20	90674/90674	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/spotlights&other/adc.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/spotlights&other/adc.jpg	(from http://stepcone.gmrit.org/spotlights&other/index.html)
23:59:26	29323/29323	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/spotlights&other/pdc.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/spotlights&other/pdc.jpg	(from http://stepcone.gmrit.org/spotlights&other/index.html)
23:59:30	470751/470751	---M--	200	added ('OK')	application/pdf	etag:%22053685e3f68d31:0%22	http://stepcone.gmrit.org/pdf/iot.pdf	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/pdf/iot.pdf	(from http://stepcone.gmrit.org/workshops/internet-of-things.html)
23:59:37	503203/503203	---M--	200	added ('OK')	application/pdf	etag:%22053685e3f68d31:0%22	http://stepcone.gmrit.org/pdf/pcb.pdf	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/pdf/pcb.pdf	(from http://stepcone.gmrit.org/workshops/pcb-design.html)
23:59:42	466488/466488	---M--	200	added ('OK')	application/pdf	etag:%22053685e3f68d31:0%22	http://stepcone.gmrit.org/pdf/pvcd.pdf	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/pdf/pvcd.pdf	(from http://stepcone.gmrit.org/workshops/photo-voltaics.html)
23:59:42	24261/24261	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/spotlights&other/robo.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/spotlights&other/robo.jpg	(from http://stepcone.gmrit.org/spotlights&other/index.html)
23:59:56	84239/84239	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/spotlights&other/idea.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/spotlights&other/idea.jpg	(from http://stepcone.gmrit.org/spotlights&other/index.html)
